Player,Squad,Pos,Season,Games,Minutes,Goals,Assists,xG,xA,NonPenaltyGoals,Per90_G+A-PK,Shots,KeyPasses,YellowCards,RedCards
Alphonse Areola,West Ham,GK,2025-2026,20,1800,0,1,0.0,0.0221445709466934,0,0.05,0,1,0,0
Oleksandr Zinchenko,Nott'm Forest,DF,2025-2026,5,347,0,0,0.0767069980502128,0.4507835283875465,0,0.0,4,5,0,0
Olivier Boscagli,Brighton,DF,2025-2026,12,801,0,1,0.0207152105867862,0.1475827321410179,0,0.11235955056179775,1,3,2,0
Odsonne Edouard,Crystal Palace,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Emiliano Martinez,Aston Villa,GK,2025-2026,32,2837,0,1,0.0,0.3538400158286094,0,0.031723651744800845,0,2,2,0
Ashley Barnes,Burnley,,2025-2026,7,25,0,0,0.4212423413991928,0.0,0,0.0,2,0,1,0
Kepa,Arsenal,GK,2025-2026,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Leon Bailey,Aston Villa,MF,2025-2026,13,437,0,1,0.7073369584977627,1.1167646050453186,0,0.20594965675057209,8,12,1,0
Kevin Danso,Tottenham,DF,2025-2026,24,1489,0,0,0.5242262706160545,0.1586722880601883,0,0.0,11,2,8,0
Jacob Bruun Larsen,Burnley,FW,2025-2026,28,1003,0,1,1.4321176074445248,1.3782861307263374,0,0.0897308075772682,17,12,0,0
Angus Gunn,Nott'm Forest,,2025-2026,1,38,0,0,0.0,0.0,0,0.0,0,0,0,0
Nick Pope,Newcastle,GK,2025-2026,27,2422,0,0,0.1314873248338699,0.0,0,0.0,1,0,2,0
Aaron Wan-Bissaka,West Ham,DF,2025-2026,25,2093,0,2,0.0,1.428995594382286,0,0.08600095556617296,0,18,4,0
Tosin Adarabioyo,Chelsea,DF,2025-2026,16,791,0,0,0.0724174678325653,0.4159756898880005,0,0.0,2,1,2,0
Daniel James,Leeds,DF,2025-2026,19,538,0,0,0.799863189458847,0.4895355738699436,0,0.0,14,9,0,0
Angel Gomes,Wolves,MF,2025-2026,12,475,0,0,0.1933972742408514,0.2992059402167797,0,0.0,6,6,1,0
Aaron Ramsdale,Newcastle,GK,2025-2026,12,998,0,0,0.0,0.0710007473826408,0,0.0,0,1,2,0
Yves Bissouma,Tottenham,MF,2025-2026,11,619,0,0,0.2123817997053265,0.0,0,0.0,5,0,4,0
Walter Benítez,Crystal Palace,GK,2025-2026,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Youri Tielemans,Aston Villa,MF,2025-2026,25,1861,0,4,1.8399642640724776,2.9822675781324506,0,0.19344438473938744,24,32,0,0
Solly March,Brighton,,2025-2026,4,32,0,0,0.0564958602190017,0.0,0,0.0,1,0,0,0
Victor Lindelöf,Aston Villa,DF,2025-2026,17,938,0,1,0.1561275906860828,0.5980998799204826,0,0.09594882729211088,3,2,0,0
Niclas Füllkrug,West Ham,FW,2025-2026,8,416,0,0,0.9830001182854176,0.4490955099463463,0,0.0,9,7,0,0
Will Hughes,Crystal Palace,MF,2025-2026,31,1567,0,0,1.2812513932585716,1.9265618100762367,0,0.0,17,21,7,0
Daichi Kamada,Crystal Palace,MF,2025-2026,28,1924,0,0,1.4871895518153906,2.585762256756425,0,0.0,19,20,3,0
Timothy Castagne,Fulham,DF,2025-2026,30,1849,0,0,1.470174259506166,1.7460119286552072,0,0.0,14,18,4,0
Nikola Milenkovic,Nott'm Forest,DF,2025-2026,38,3360,0,0,0.5094143021851778,0.2675842642784118,0,0.0,15,3,6,0
Pau Torres,Aston Villa,DF,2025-2026,21,1679,0,0,1.5826024003326893,0.006894074846059,0,0.0,9,1,1,0
Joachim Andersen,Fulham,DF,2025-2026,33,2882,0,1,1.659308227710426,0.5809159595519304,0,0.03122831367106176,16,6,7,1
Jadon Sancho,Aston Villa,MF,2025-2026,23,860,0,2,0.7688718903809786,2.0520169995725155,0,0.20930232558139536,10,21,0,0
Reiss Nelson,Brentford,,2025-2026,10,104,0,1,0.9007361251860856,0.059022057801485,0,0.8653846153846154,5,2,0,0
Martin Dubravka,Burnley,GK,2025-2026,35,3150,0,0,0.0,0.0,0,0.0,0,0,1,0
Joe Willock,Newcastle,MF,2025-2026,24,979,0,2,1.3859424609690905,2.0978056583553557,0,0.18386108273748722,17,14,3,0
Rayan Ait Nouri,Man City,DF,2025-2026,17,981,0,2,0.4981528613716364,1.7330033089965582,0,0.18348623853211007,9,12,2,0
Dwight McNeil,Everton,FW,2025-2026,22,1184,0,1,1.4632735215127468,1.7390878200531006,0,0.07601351351351351,24,15,1,0
Jean-Clair Todibo,West Ham,DF,2025-2026,23,1827,0,1,0.6560113653540611,0.3799619134515524,0,0.04926108374384236,2,5,5,1
James Maddison,Tottenham,,2025-2026,3,25,0,0,0.5459706783294678,0.0,0,0.0,2,0,0,0
Matt Doherty,Wolves,DF,2025-2026,11,822,0,0,0.0822684839367866,0.172796219587326,0,0.0,3,3,4,0
Axel Disasi,West Ham,DF,2025-2026,14,1258,0,0,1.0807171128690245,0.0239046476781368,0,0.0,5,1,1,0
Matz Sels,Nott'm Forest,GK,2025-2026,31,2672,0,0,0.0,0.0,0,0.0,0,0,2,0
Naif Aguerd,West Ham,DF,2025-2026,2,180,0,0,0.0885777547955513,0.0,0,0.0,2,0,0,0
Hamed Junior Traore,Bournemouth,,2025-2026,1,13,0,1,0.0,0.0955900996923446,0,6.923076923076923,0,1,0,0
Borna Sosa,Crystal Palace,,2025-2026,7,88,0,0,0.0390446111559867,0.076265724375844,0,0.0,1,2,1,0
Christian Nørgaard,Arsenal,MF,2025-2026,7,93,0,0,0.0686947088688612,0.0,0,0.0,2,0,0,0
Benoit Badiashile Mukinayi,Chelsea,DF,2025-2026,8,478,0,0,0.0,0.0,0,0.0,0,0,2,0
Bafode Diakite,Bournemouth,DF,2025-2026,18,1276,0,0,0.0138677563518285,0.0845660716295242,0,0.0,1,2,1,0
Ben White,Arsenal,DF,2025-2026,12,703,0,1,0.2829237170517444,1.557781394571066,0,0.12802275960170698,5,8,0,0
Max Kilman,West Ham,DF,2025-2026,21,1552,0,0,1.1671122973784804,0.2077075242996215,0,0.0,7,4,4,0
Reinildo,Sunderland,DF,2025-2026,25,1974,0,1,0.1700047692283988,0.2958913259208202,0,0.04559270516717325,4,6,7,1
Harvey Elliott,"Aston Villa,Liverpool",MF,2025-2026,5,110,0,0,0.2895753085613251,0.0938487127423286,0,0.0,5,1,0,0
Wesley Fofana,Chelsea,DF,2025-2026,25,1745,0,1,0.5401721596717834,0.658527560532093,0,0.05157593123209169,8,3,5,2
Dean Henderson,Crystal Palace,GK,2025-2026,37,3330,0,0,0.0,0.0154756419360637,0,0.0,0,1,5,0
Ezri Konsa Ngoyo,Aston Villa,DF,2025-2026,34,3036,0,0,1.0740509293973446,0.6014871783554554,0,0.0,11,5,0,1
Sebastiaan Bornauw,Leeds,DF,2025-2026,12,438,0,0,0.1316642463207245,0.0,0,0.0,1,0,1,0
Caoimhin Kelleher,Brentford,GK,2025-2026,37,3330,0,0,0.0,0.1064014490693807,0,0.0,0,2,1,0
Igor Julio,West Ham,DF,2025-2026,4,94,0,0,0.0,0.0180993378162384,0,0.0,0,1,0,0
Sandro Tonali,Newcastle,MF,2025-2026,35,2586,0,2,1.4170023752376435,3.7605556417256594,0,0.06960556844547564,37,32,4,0
Ilia Gruev,Leeds,MF,2025-2026,23,1310,0,3,0.7337606139481068,1.4936000779271126,0,0.20610687022900764,7,11,3,0
Arnaud Kalimuendo Muinga,Nott'm Forest,,2025-2026,9,75,0,0,0.2510882914066314,0.0113487504422664,0,0.0,4,1,0,0
Guido Rodríguez,West Ham,MF,2025-2026,6,159,0,0,0.0242491047829389,0.0,0,0.0,1,0,1,0
Sander Berge,Fulham,MF,2025-2026,35,2935,0,1,1.3464614748954773,1.985070546157658,0,0.03066439522998296,14,21,5,0
Ki-Jana Hoever,Wolves,DF,2025-2026,8,437,0,0,0.0092321364209055,0.3387711746618151,0,0.0,1,5,0,0
Luca Netz,Nott'm Forest,DF,2025-2026,7,348,0,0,0.0,0.0980577766895294,0,0.0,0,2,0,0
Jorge Cuenca,Fulham,DF,2025-2026,15,949,0,0,0.0508214943110942,0.5158752724528313,0,0.0,1,3,6,0
Dennis Cirkin,Sunderland,DF,2025-2026,8,312,0,0,0.0663583949208259,0.0,0,0.0,1,0,2,0
Pascal Struijk,Leeds,DF,2025-2026,34,2940,0,1,2.967387342825532,1.093722109682858,0,0.030612244897959186,31,12,5,0
Jack Harrison,Leeds,FW,2025-2026,11,232,0,0,0.4338683113455772,0.3380284607410431,0,0.0,6,1,0,0
Stefan Ortega Moreno,Nott'm Forest,GK,2025-2026,3,270,0,0,0.0,0.0,0,0.0,0,0,0,0
Wataru Endo,Liverpool,DF,2025-2026,8,162,0,1,0.0619611144065856,0.1389048248529434,0,0.5555555555555556,1,1,1,0
Sasa Kalajdzic,Wolves,,2025-2026,1,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Iyenoma Destiny Udogie,Tottenham,DF,2025-2026,20,1342,0,1,0.2184655116870999,1.1220016870647669,0,0.06706408345752608,4,12,4,0
Guglielmo Vicario,Tottenham,GK,2025-2026,31,2790,0,0,0.0,0.0718652158975601,0,0.0,0,1,1,0
Dilane Bakwa,Nott'm Forest,MF,2025-2026,14,556,0,2,0.7644308656454086,1.2161817625164986,0,0.3237410071942446,9,11,1,0
Aaron Hickey,Brentford,DF,2025-2026,21,668,0,0,0.5498570688068867,0.6038424372673035,0,0.0,6,1,1,0
Florentino Luís,Burnley,MF,2025-2026,31,2146,0,2,1.0381876304745674,0.5375469047576189,0,0.08387698042870456,13,13,6,0
James Trafford,Man City,GK,2025-2026,4,360,0,0,0.0,0.0,0,0.0,0,0,0,0
Robert Sánchez,Chelsea,GK,2025-2026,35,3054,0,1,0.0,0.8848487213253975,0,0.02946954813359529,0,5,4,1
Radu Dragusin,Tottenham,DF,2025-2026,10,513,0,0,0.2077605351805687,0.0,0,0.0,4,0,0,0
Filip Jorgensen,Chelsea,GK,2025-2026,5,365,0,0,0.0,0.0,0,0.0,0,0,0,0
Jeremie Frimpong,Liverpool,DF,2025-2026,21,1027,0,1,0.514072947204113,2.69134059548378,0,0.08763388510223953,10,15,1,0
Dane Scarlett,Tottenham,,2025-2026,2,4,0,0,0.0,0.0,0,0.0,0,0,0,0
Maxime Estève,Burnley,DF,2025-2026,34,2946,0,0,0.4516084846109152,0.7021042061969638,0,0.0,10,6,1,0
Valentino Livramento,Newcastle,DF,2025-2026,17,1323,0,1,0.1522857137024402,0.6162818782031536,0,0.06802721088435375,3,10,1,0
Anthony Elanga,Newcastle,FW,2025-2026,32,1289,0,1,1.4534468036144972,1.749520514160395,0,0.06982156710628394,17,15,0,0
Tim Iroegbunam,Everton,MF,2025-2026,29,1496,0,2,0.5109043149277568,1.847727376036346,0,0.12032085561497326,12,8,9,0
Marco Bizot,Aston Villa,GK,2025-2026,7,583,0,0,0.0,0.0,0,0.0,0,0,1,0
David Raya,Arsenal,GK,2025-2026,37,3330,0,0,0.0,0.1493939720094204,0,0.0,0,3,1,0
Kristoffer Ajer,Brentford,DF,2025-2026,27,1809,0,1,1.053914662450552,0.9042857214808464,0,0.04975124378109452,10,5,4,0
Ethan Pinnock,Brentford,DF,2025-2026,4,330,0,0,0.0091950073838233,0.0,0,0.0,1,0,1,0
Rico Henry,Brentford,DF,2025-2026,25,1315,0,1,0.1456592017784714,0.3161719217896461,0,0.06844106463878327,5,4,2,0
Frank Onyeka,Brentford,,2025-2026,6,68,0,1,0.0,0.3706037104129791,0,1.3235294117647058,0,1,0,0
Giorgi Mamardashvili,Liverpool,GK,2025-2026,10,870,0,0,0.0,0.0,0,0.0,0,0,0,0
José Sá,Wolves,GK,2025-2026,23,2070,0,0,0.0,0.0831252336502075,0,0.0,0,1,2,0
Gabriel Gudmundsson,Leeds,DF,2025-2026,32,2657,0,0,0.8777289493009448,3.1013932153582573,0,0.0,18,21,4,1
Yerson Mosquera,Wolves,DF,2025-2026,27,2154,0,0,2.9658489003777504,1.202757162041962,0,0.0,30,11,12,0
Romeo Lavia,Chelsea,MF,2025-2026,12,366,0,0,0.2767128031700849,0.4153143763542175,0,0.0,3,1,0,0
Cristhian Mosquera,Arsenal,DF,2025-2026,20,976,0,0,0.0858541056513786,0.2934531178325414,0,0.0,1,5,4,0
Lamare Bogarde,Aston Villa,DF,2025-2026,28,1011,0,0,0.0,0.0411524251103401,0,0.0,0,2,5,0
Conor Bradley,Liverpool,DF,2025-2026,15,962,0,1,0.2198291672393679,1.1937107481062412,0,0.09355509355509356,6,4,5,0
James McAtee,Nott'm Forest,MF,2025-2026,14,263,0,1,0.1997519331052899,0.8618234768509865,0,0.3422053231939164,4,6,1,0
Diego Coppola,Brighton,DF,2025-2026,5,192,0,0,0.0,0.0,0,0.0,0,0,2,0
Myles Peart-Harris,Brentford,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Vitalii Mykolenko,Everton,DF,2025-2026,33,2963,0,1,0.2774586006999016,1.1418284978717566,0,0.030374620317246033,9,22,6,0
Nathan Patterson,Everton,DF,2025-2026,7,241,0,0,0.1701965481042862,0.0,0,0.0,1,0,0,0
Toti,Wolves,DF,2025-2026,19,1437,0,0,0.9501397321000696,0.1585849039256572,0,0.0,5,6,2,1
Josh Dasilva,Brentford,,2025-2026,2,2,0,0,0.0726943090558052,0.0,0,0.0,1,0,0,0
Carlos Baleba,Brighton,MF,2025-2026,31,1692,0,0,0.5733493687584996,0.812482200562954,0,0.0,20,9,5,0
Jamie Bynoe-Gittens,Chelsea,MF,2025-2026,16,455,0,2,0.8924727980047464,0.978217288851738,0,0.39560439560439564,10,9,0,0
Leny Yoro,Man United,DF,2025-2026,32,1736,0,0,1.247398313134909,0.2197452150285244,0,0.0,9,4,1,0
Tyler Dibling,Everton,MF,2025-2026,14,337,0,0,0.1377814710140228,0.2132043652236461,0,0.0,4,4,2,0
Noussair Mazraoui,Man United,DF,2025-2026,20,990,0,0,0.1968064438551664,0.2094872146844864,0,0.0,5,6,3,0
Sepp van den Berg,Brentford,DF,2025-2026,32,2758,0,2,3.3328840751200914,2.197148658335209,0,0.06526468455402465,23,7,2,0
James Hill,Bournemouth,DF,2025-2026,29,2100,0,3,0.9502518232911824,1.4291670992970469,0,0.1285714285714286,12,13,5,0
Joe Worrall,Burnley,DF,2025-2026,11,478,0,0,0.0381001383066177,0.0,0,0.0,1,0,0,0
Djed Spence,Tottenham,DF,2025-2026,30,2068,0,0,1.1351130530238152,1.8603137182071805,0,0.0,13,10,4,0
Lisandro Martínez,Man United,DF,2025-2026,18,1217,0,0,0.1134660253301262,0.4642033223062753,0,0.0,5,5,0,1
Tyrell Malacia,Man United,,2025-2026,3,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Levi Colwill,Chelsea,DF,2025-2026,3,210,0,0,0.0,0.0,0,0.0,0,0,0,0
Wilson Odobert,Tottenham,FW,2025-2026,24,946,0,2,2.460178238339722,1.9524234533309937,0,0.19027484143763213,21,20,0,0
Rico Lewis,Man City,DF,2025-2026,11,389,0,1,0.1365800127387046,1.5545267909765244,0,0.23136246786632392,3,7,2,0
Emmanuel Agbadou,Wolves,DF,2025-2026,14,1093,0,0,0.44676383305341,0.1717668529599905,0,0.0,10,4,1,1
Marcos Senesi,Bournemouth,DF,2025-2026,37,3298,0,5,1.850691837258637,4.026684596203268,0,0.13644633110976348,16,24,8,0
Ryan Yates,Nott'm Forest,MF,2025-2026,22,550,0,2,0.674801416695118,0.2274915445595979,0,0.32727272727272727,9,5,3,0
Kaden Rodney,Crystal Palace,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Ethan Nwaneri,Arsenal,,2025-2026,6,154,0,0,0.3292111651971936,0.0484081842005252,0,0.0,6,1,0,0
Wilfried Gnonto,Leeds,FW,2025-2026,23,493,0,1,0.4376505799591541,1.2471250221133232,0,0.18255578093306288,10,8,3,0
Chadi Riad,Crystal Palace,DF,2025-2026,9,562,0,1,0.2799455123022198,0.427691638469696,0,0.1601423487544484,4,1,2,0
Ben Doak,Bournemouth,,2025-2026,8,82,0,1,0.4458508342504501,0.4571621716022491,0,1.0975609756097562,3,1,0,0
Bashir Humphreys,Burnley,DF,2025-2026,20,1585,0,0,0.5261353980749846,0.8644249252974987,0,0.0,9,9,6,0
Mamadou Sarr,Chelsea,DF,2025-2026,3,99,0,0,0.5694634318351746,0.0,0,0.0,1,0,0,0
Carlos Alcaraz,Everton,MF,2025-2026,20,681,0,1,1.0087895719334483,1.21384940110147,0,0.13215859030837004,20,9,4,0
Daniel Bentley,Wolves,GK,2025-2026,3,270,0,0,0.0,0.0,0,0.0,0,0,0,0
Facundo Buonanotte,"Chelsea,Leeds",MF,2025-2026,4,77,0,0,0.075097182765603,0.3006448894739151,0,0.0,2,3,1,0
Romaine Mundle,Sunderland,MF,2025-2026,14,370,0,0,0.673394400626421,0.0171345714479684,0,0.0,7,1,1,0
Marc Guiu,"Chelsea,Sunderland",FW,2025-2026,10,250,0,1,2.5071037635207176,0.7587333768606186,0,0.36,13,3,1,0
Zeki Amdouni,Burnley,,2025-2026,4,53,0,0,0.172810111194849,0.0,0,0.0,3,0,0,0
Hjalmar Ekdal,Burnley,DF,2025-2026,19,1545,0,0,0.6082124067470431,0.1681445082649588,0,0.0,6,4,0,0
Bart Verbruggen,Brighton,GK,2025-2026,38,3420,0,0,0.0,0.076464258134365,0,0.0,0,1,3,0
Abduqodir Khusanov,Man City,DF,2025-2026,21,1421,0,0,0.6727990191429853,0.5715384930372238,0,0.0,7,6,2,0
Manuel Ugarte,Man United,MF,2025-2026,22,850,0,0,0.8379190387204289,0.1287948712706565,0,0.0,13,3,1,0
Ian Maatsen,Aston Villa,DF,2025-2026,30,1587,0,1,1.2995175179094076,2.966688236221671,0,0.05671077504725898,20,25,2,0
Lucas Pires,Burnley,DF,2025-2026,20,1391,0,0,0.9026442989706992,1.5199418039992452,0,0.0,16,20,1,1
Oscar Bobb,"Fulham,Man City",FW,2025-2026,23,1046,0,1,1.4291031155735254,2.017092976719141,0,0.08604206500956023,12,22,1,0
Djordje Petrovic,Bournemouth,GK,2025-2026,38,3420,0,0,0.0,0.0,0,0.0,0,0,3,0
Altay Bayindir,Man United,GK,2025-2026,6,540,0,0,0.0,0.2939172387123108,0,0.0,0,1,0,0
Mike Trésor,Burnley,,2025-2026,6,25,0,0,0.0,0.0,0,0.0,0,0,0,0
Jackson Tchatchoua,Wolves,DF,2025-2026,31,1822,0,1,0.1055051013827323,2.24295702483505,0,0.04939626783754117,3,21,3,0
Alex Murphy,Newcastle,,2025-2026,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0
Treymaurice Nyoni,Liverpool,,2025-2026,6,13,0,0,0.4788391590118408,0.0494166016578674,0,0.0,1,1,0,0
Tawanda Chirewa,Wolves,,2025-2026,2,20,0,0,0.0,0.0,0,0.0,0,0,0,0
Myles Lewis-Skelly,Arsenal,DF,2025-2026,20,666,0,0,0.1256939582526683,0.1785307899117469,0,0.0,2,4,3,0
Oliver Scarles,West Ham,DF,2025-2026,13,665,0,0,0.2387502118945121,0.97617865819484,0,0.0,3,5,2,0
Callum Marshall,West Ham,,2025-2026,2,44,0,0,0.2289344072341919,0.0,0,0.0,1,0,0,0
Lucas Perri,Leeds,GK,2025-2026,16,1440,0,0,0.0,0.0,0,0.0,0,0,2,0
George Earthy,West Ham,,2025-2026,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Tyrique George,"Chelsea,Everton",MF,2025-2026,15,328,0,0,0.8288742527365685,1.341641515493393,0,0.0,10,3,2,0
Hákon Valdimarsson,Brentford,GK,2025-2026,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Christantus Uche,Crystal Palace,,2025-2026,14,109,0,0,0.7797833420336246,0.0,0,0.0,6,0,0,0
Harrison Armstrong,Everton,MF,2025-2026,13,520,0,0,0.4391051679849624,0.1213887110352516,0,0.0,5,4,0,0
Jota Silva,Nott'm Forest,,2025-2026,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Andy Irving,West Ham,MF,2025-2026,7,178,0,0,0.0,0.2021182812750339,0,0.0,0,3,0,0
Mads Hermansen,West Ham,GK,2025-2026,18,1620,0,1,0.0,0.0371963791549205,0,0.05555555555555555,0,2,0,0
Luis Guilherme,West Ham,FW,2025-2026,5,118,0,0,0.0393501259386539,0.0517973899841308,0,0.0,1,1,0,0
Lutsharel Geertruida,Sunderland,DF,2025-2026,28,1659,0,0,0.8372280839830637,0.773734993301332,0,0.0,11,8,2,0
Ayden Heaven,Man United,DF,2025-2026,17,923,0,1,0.2150531085208058,0.365470789372921,0,0.09750812567713975,3,2,2,0
Jaydee Canvot,Crystal Palace,DF,2025-2026,20,1334,0,0,1.5658284928649664,0.0823616674169898,0,0.0,7,3,3,0
Dário Essugo,Chelsea,,2025-2026,3,24,0,0,0.0,0.0,0,0.0,0,0,2,0
Jack Fletcher,Man United,,2025-2026,3,97,0,0,0.0373862497508525,0.1148756481707096,0,0.0,1,2,0,0
Pedro Lima,Wolves,DF,2025-2026,9,254,0,0,0.4996851459145546,0.2166344672441482,0,0.0,4,3,0,0
Fernando López,Wolves,MF,2025-2026,9,211,0,1,0.2181545086205005,0.5119961202144623,0,0.42654028436018954,5,3,1,0
Callum Olusesi,Tottenham,,2025-2026,1,12,0,0,0.0,0.0,0,0.0,0,0,0,0
Ben Winterburn,Bournemouth,,2025-2026,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Ezra Mayers,West Ham,,2025-2026,6,96,0,0,0.1098941266536712,0.1163404732942581,0,0.0,1,2,0,0
Jonah Kusi-Asare,Fulham,,2025-2026,7,28,0,0,0.0,0.081977978348732,0,0.0,0,1,1,0
Max Alleyne,Man City,DF,2025-2026,2,138,0,0,0.3813819289207458,0.0321632847189903,0,0.0,2,1,0,0
Zach Abbott,Nott'm Forest,DF,2025-2026,3,166,0,0,0.0,0.0,0,0.0,0,0,0,0
Jamaldeen Jimoh,Aston Villa,,2025-2026,1,5,0,0,0.0,0.0,0,0.0,0,0,0,0
Antonín Kinsky,Tottenham,GK,2025-2026,7,630,0,0,0.0,0.0,0,0.0,0,0,0,0
Romain Esse,Crystal Palace,,2025-2026,4,29,0,0,0.0,0.0,0,0.0,0,0,0,0
Andrés García,Aston Villa,DF,2025-2026,6,82,0,0,0.0,0.0,0,0.0,0,0,0,0
Joe Knight,Brighton,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Tyler Fredricson,Man United,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Julio Soler,Bournemouth,,2025-2026,3,27,0,0,0.0,0.0,0,0.0,0,0,0,0
Shumaira Mheuka,Chelsea,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Sean Neave,Newcastle,,2025-2026,1,7,0,0,0.0347357764840126,0.0,0,0.0,1,0,0,0
Harry Howell,Brighton,MF,2025-2026,3,91,0,0,0.0,0.0,0,0.0,0,0,0,0
Robin Roefs,Sunderland,GK,2025-2026,35,3150,0,0,0.0,0.7053439579904079,0,0.0,0,4,4,0
Jenson Seelt,Sunderland,DF,2025-2026,2,135,0,0,0.0,0.0,0,0.0,0,0,0,0
Noah Sadiki,Sunderland,MF,2025-2026,33,2914,0,1,1.618839449249208,0.9295975510030984,0,0.03088538091969801,19,19,9,0
Dan Neil,Sunderland,,2025-2026,3,13,0,0,0.0,0.0,0,0.0,0,0,0,0
El Hadji Malick Diouf,West Ham,DF,2025-2026,32,2711,0,5,0.5592501647770405,3.253779597580433,0,0.16599040944300994,18,29,6,0
Freddie Potts,West Ham,MF,2025-2026,22,1152,0,1,0.2126328870654106,1.2075103465467691,0,0.078125,3,8,1,0
Quilindschy Hartman,Burnley,DF,2025-2026,21,1843,0,5,0.377465664409101,2.790129487402737,0,0.24416711882799783,9,20,1,0
Max Weiss,Burnley,GK,2025-2026,3,270,0,0,0.0,0.1608665138483047,0,0.0,0,1,0,0
David Møller Wolfe,Wolves,DF,2025-2026,22,1059,0,2,0.0825581811368465,1.304669253528118,0,0.16997167138810196,3,8,1,0
Jorrel Hato,Chelsea,DF,2025-2026,22,1131,0,0,0.3383092209696769,0.7095918618142605,0,0.0,4,8,7,0
Rio Cardines,Crystal Palace,DF,2025-2026,1,90,0,0,0.0184464920312166,0.2980242371559143,0,0.0,1,2,0,0
Jair,Nott'm Forest,DF,2025-2026,9,536,0,0,0.4848349690437317,0.0787873566150665,0,0.0,3,1,0,0
Antoni Milambo,Brentford,MF,2025-2026,1,50,0,0,0.0,0.0,0,0.0,0,0,0,0
Joël Piroe,Leeds,FW,2025-2026,16,216,0,0,1.0837035588920116,0.0858056545257568,0,0.0,14,1,0,0
Bradley Burrowes,Aston Villa,,2025-2026,1,12,0,0,0.0,0.0,0,0.0,0,0,0,0
John Victor,Nott'm Forest,GK,2025-2026,5,440,0,0,0.0,0.0,0,0.0,0,0,1,0
Veljko Milosavljevic,Bournemouth,DF,2025-2026,7,363,0,0,0.357437402009964,0.0670101419091224,0,0.0,1,1,0,0
Tom Watson,Brighton,,2025-2026,6,44,0,0,0.0247048325836658,0.0,0,0.0,1,0,1,0
Divine Mukasa,Man City,,2025-2026,2,21,0,0,0.0,0.211731594055891,0,0.0,0,2,0,0
Senne Lammens,Man United,GK,2025-2026,32,2880,0,0,0.0,0.0,0,0.0,0,0,0,0
Luke O&#039;Nien,Sunderland,DF,2025-2026,12,556,0,1,0.2098914235830307,0.1062447875738143,0,0.1618705035971223,4,2,1,1
Nehemiah Oriola,Brighton,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Jun&#039;ai Byfield,Tottenham,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
James Rowswell,Tottenham,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
George Hemmings,Aston Villa,,2025-2026,2,19,0,0,0.0193882789462804,0.0,0,0.0,1,0,0,0
Shea Lacey,Man United,,2025-2026,3,31,0,0,0.0823024958372116,0.0,0,0.0,4,0,0,0
Romelle Donovan,Brentford,,2025-2026,4,23,0,0,0.1047036871314048,0.0320337601006031,0,0.0,3,1,0,0
Mohamadou Kanté,West Ham,,2025-2026,11,47,0,0,0.1030743010342121,0.1098941266536712,0,0.0,2,1,2,0
Joél Drakes-Thomas,Crystal Palace,,2025-2026,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0
Bendito Mantato,Man United,,2025-2026,1,14,0,0,0.0,0.0364780984818935,0,0.0,0,1,0,0
Tyler Fletcher,Man United,,2025-2026,2,14,0,0,0.0,0.0,0,0.0,0,0,0,0
Jaydon Banel,Burnley,,2025-2026,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Pablo,West Ham,FW,2025-2026,14,844,0,1,1.4234614558517933,1.2927714316174388,0,0.10663507109004738,12,13,0,0
Kaye Furo,Brentford,,2025-2026,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Alex Tóth,Bournemouth,MF,2025-2026,9,136,0,0,0.1811701506376266,0.3572214804589748,0,0.0,2,5,1,0
Jerome Abbey,Wolves,,2025-2026,1,6,0,0,0.0,0.0,0,0.0,0,0,0,0
Souza,Tottenham,DF,2025-2026,4,136,0,0,0.0115449018776416,0.2023620158433914,0,0.0,1,3,1,0
Nilson Angulo,Sunderland,MF,2025-2026,8,415,0,0,0.9055802077054976,0.0528695490211248,0,0.0,7,3,1,0
Melker Ellborg,Sunderland,GK,2025-2026,3,270,0,0,0.0,0.0,0,0.0,0,0,0,0
Alysson Edward,Aston Villa,,2025-2026,3,34,0,0,0.052795436233282,0.0,0,0.0,1,0,0,0
